,m5XiUJ
22289,80.0
22290,79.0
22291,79.0
22292,81.0
22293,76.0
22294,81.0
22295,88.0
22296,86.0
22297,86.0
22298,86.0
22299,97.0
22300,90.0
22301,84.0
22302,84.0
22303,75.0
22304,76.0
22305,76.0
22306,74.0
22307,68.0
22308,54.0
22309,55.0
22310,55.0
22311,55.0
22312,57.0
22313,56.0
22314,55.0
22315,55.0
22316,55.0
22317,55.0
22318,52.0
22319,53.0
22320,53.0
22321,51.0
22322,51.0
22323,55.0
22324,55.0
22325,54.0
22326,54.0
22327,53.0
22328,53.0
22329,54.0
22330,54.0
22331,54.0
22332,55.0
22333,55.0
22334,55.0
22335,56.0
22336,55.0
22337,56.0
22338,56.0
22339,57.0
22340,57.0
22341,57.0
22342,56.0
22343,57.0
22344,58.0
22345,59.0
22346,59.0
22347,61.0
22348,62.0
22349,64.0
22350,64.0
22351,64.0
22352,65.0
22353,65.0
22354,65.0
22355,65.0
22356,62.0
22357,63.0
22358,62.0
22359,69.0
22360,68.0
22361,69.0
22362,70.0
22363,70.0
22364,71.0
22365,71.0
22366,67.0
22367,67.0
22368,56.0
22369,56.0
22370,57.0
22371,58.0
22372,58.0
22373,50.0
22374,50.0
22375,50.0
22376,51.0
22377,52.0
22378,51.0
22379,51.0
22380,54.0
22381,55.0
22382,61.0
22383,60.0
22384,60.0
22385,60.0
22386,58.0
22387,58.0
22388,64.0
22389,68.0
22390,68.0
22391,67.0
22392,67.0
22393,66.0
22394,66.0
22395,66.0
22396,63.0
22397,60.0
22398,60.0
22399,60.0
22400,68.0
22401,68.0
22402,68.0
22403,67.0
22404,66.0
22405,70.0
22406,70.0
22407,70.0
22408,69.0
22409,66.0
22410,67.0
22411,66.0
22412,65.0
22413,65.0
22414,63.0
22415,65.0
22416,66.0
22417,66.0
22418,65.0
22419,64.0
22420,64.0
22421,65.0
22422,65.0
22423,64.0
22424,66.0
22425,66.0
22426,64.0
22427,65.0
22428,66.0
22429,67.0
22430,67.0
22431,66.0
22432,68.0
22433,60.0
22434,60.0
22435,60.0
22436,62.0
22437,63.0
22438,62.0
22439,62.0
22440,62.0
22441,64.0
22442,64.0
22443,65.0
22444,64.0
22445,67.0
22446,65.0
22447,65.0
22448,65.0
22449,63.0
22450,62.0
22451,63.0
22452,61.0
22453,62.0
22454,60.0
22455,60.0
22456,56.0
22457,56.0
22458,56.0
22459,54.0
22460,54.0
22461,54.0
22462,51.0
22463,50.0
22464,50.0
22465,50.0
22466,50.0
22467,50.0
22468,50.0
22469,51.0
22470,52.0
22471,52.0
22472,51.0
22473,51.0
22474,48.0
22475,48.0
22476,52.0
22477,52.0
22478,51.0
22479,49.0
22480,50.0
22481,52.0
22482,53.0
22483,53.0
22484,52.0
22485,53.0
22486,53.0
22487,55.0
22488,55.0
22489,53.0
22490,52.0
22491,53.0
22492,54.0
22493,57.0
22494,54.0
22495,55.0
22496,55.0
22497,57.0
22498,59.0
22499,59.0
22500,59.0
22501,75.0
22502,76.0
22503,79.0
22504,79.0
22505,80.0
22506,83.0
22507,88.0
22508,88.0
22509,87.0
22510,88.0
22511,94.0
22512,100.0
22513,100.0
22514,100.0
22515,101.0
22516,106.0
22517,104.0
22518,106.0
22519,104.0
22520,107.0
22521,107.0
22522,107.0
22523,108.0
22524,108.0
22525,105.0
22526,105.0
22527,108.0
22528,109.0
22529,114.0
22530,114.0
22531,114.0
22532,114.0
22533,114.0
22534,115.0
22535,115.0
22536,117.0
22537,117.0
22538,116.0
22539,118.0
22540,118.0
22541,124.0
22542,126.0
22543,124.0
22544,124.0
22545,123.0
22546,123.0
22547,124.0
22548,124.0
22549,124.0
22550,121.0
22551,125.0
22552,125.0
22553,124.0
22554,126.0
22555,125.0
22556,125.0
22557,125.0
22558,125.0
22559,122.0
22560,121.0
22561,123.0
22562,130.0
22563,130.0
22564,131.0
22565,132.0
22566,132.0
22567,130.0
22568,130.0
22569,129.0
22570,129.0
22571,128.0
22572,140.0
22573,142.0
22574,126.0
22575,126.0
22576,139.0
22577,139.0
22578,140.0
22579,136.0
22580,134.0
22581,128.0
22582,128.0
22583,128.0
22584,119.0
22585,115.0
22586,115.0
22587,115.0
22588,118.0
22589,120.0
22590,116.0
22591,116.0
22592,117.0
22593,113.0
22594,115.0
22595,115.0
22596,114.0
22597,114.0
22598,115.0
22599,116.0
22600,117.0
22601,110.0
22602,109.0
22603,104.0
22604,105.0
22605,105.0
22606,105.0
22607,104.0
22608,103.0
22609,103.0
22610,102.0
22611,102.0
22612,102.0
22613,101.0
22614,103.0
22615,96.0
22616,96.0
22617,100.0
22618,101.0
22619,102.0
22620,102.0
22621,103.0
22622,102.0
22623,103.0
22624,101.0
22625,100.0
22626,101.0
22627,101.0
22628,98.0
22629,104.0
22630,107.0
22631,106.0
22632,105.0
22633,102.0
22634,132.0
22635,133.0
22636,126.0
22637,126.0
22638,137.0
22639,135.0
22640,133.0
22641,145.0
22642,153.0
22643,158.0
22644,160.0
22645,159.0
22646,149.0
22647,146.0
22648,150.0
22649,145.0
22650,143.0
22651,142.0
22652,141.0
22653,143.0
22654,143.0
22655,143.0
22656,143.0
22657,144.0
22658,144.0
22659,145.0
22660,144.0
22661,144.0
22662,138.0
22663,135.0
22664,135.0
22665,136.0
22666,135.0
22667,135.0
22668,133.0
22669,133.0
22670,134.0
22671,132.0
22672,131.0
22673,128.0
22674,128.0
22675,128.0
22676,128.0
22677,135.0
22678,134.0
22679,133.0
22680,132.0
22681,132.0
22682,132.0
22683,132.0
22684,132.0
22685,132.0
22686,136.0
22687,136.0
22688,134.0
22689,134.0
22690,135.0
22691,129.0
22692,132.0
22693,132.0
22694,131.0
22695,132.0
22696,132.0
22697,130.0
22698,108.0
22699,108.0
22700,105.0
22701,103.0
22702,99.0
22703,95.0
22704,93.0
22705,93.0
22706,92.0
22707,91.0
22708,92.0
22709,91.0
22710,85.0
22711,73.0
22712,70.0
22713,76.0
22714,83.0
22715,83.0
22716,85.0
22717,82.0
22718,83.0
22719,85.0
22720,83.0
22721,82.0
22722,77.0
22723,77.0
22724,78.0
22725,78.0
22726,80.0
22727,77.0
22728,80.0
22729,79.0
22730,79.0
22731,79.0
22732,79.0
22733,79.0
22734,82.0
22735,83.0
22736,84.0
22737,84.0
22738,85.0
22739,84.0
22740,83.0
22741,90.0
22742,90.0
22743,90.0
22744,89.0
22745,89.0
22746,90.0
22747,91.0
22748,91.0
22749,92.0
22750,82.0
22751,89.0
22752,90.0
22753,90.0
22754,90.0
22755,102.0
22756,109.0
22757,108.0
22758,108.0
22759,108.0
22760,100.0
22761,101.0
22762,101.0
22763,109.0
22764,110.0
22765,105.0
22766,105.0
22767,104.0
22768,111.0
22769,109.0
22770,109.0
22771,109.0
22772,110.0
22773,116.0
22774,118.0
22775,118.0
22776,119.0
22777,113.0
22778,113.0
22779,115.0
22780,115.0
22781,113.0
22782,111.0
22783,111.0
22784,112.0
22785,112.0
22786,118.0
22787,110.0
22788,105.0
22789,105.0
22790,105.0
22791,108.0
22792,109.0
22793,111.0
22794,111.0
22795,112.0
22796,113.0
22797,113.0
22798,113.0
22799,112.0
22800,111.0
22801,111.0
22802,107.0
22803,109.0
22804,110.0
22805,110.0
22806,112.0
22807,108.0
22808,109.0
22809,108.0
22810,107.0
22811,107.0
22812,106.0
22813,105.0
22814,99.0
22815,102.0
22816,102.0
22817,102.0
22818,103.0
22819,104.0
22820,111.0
22821,113.0
22822,121.0
22823,121.0
22824,120.0
22825,124.0
22826,123.0
22827,122.0
22828,126.0
22829,116.0
22830,110.0
22831,109.0
22832,108.0
22833,108.0
22834,107.0
22835,106.0
22836,106.0
22837,99.0
22838,98.0
22839,96.0
22840,96.0
22841,90.0
22842,90.0
22843,95.0
22844,96.0
22845,98.0
22846,98.0
22847,94.0
22848,92.0
22849,92.0
22850,92.0
22851,100.0
22852,93.0
22853,92.0
22854,92.0
22855,92.0
22856,98.0
22857,105.0
22858,107.0
22859,108.0
22860,102.0
22861,101.0
22862,100.0
22863,102.0
22864,107.0
22865,99.0
22866,98.0
22867,98.0
22868,97.0
22869,98.0
22870,98.0
22871,100.0
22872,100.0
22873,100.0
22874,100.0
22875,100.0
22876,101.0
22877,100.0
22878,99.0
22879,98.0
22880,97.0
22881,98.0
22882,97.0
22883,96.0
22884,102.0
22885,104.0
22886,104.0
22887,106.0
22888,106.0
22889,99.0
22890,106.0
22891,112.0
22892,112.0
22893,113.0
22894,108.0
22895,107.0
22896,101.0
22897,100.0
22898,100.0
22899,88.0
22900,88.0
22901,86.0
22902,87.0
22903,86.0
22904,86.0
22905,86.0
22906,86.0
22907,87.0
22908,88.0
22909,87.0
22910,91.0
22911,90.0
22912,91.0
22913,91.0
22914,91.0
22915,92.0
22916,92.0
22917,88.0
22918,87.0
22919,85.0
22920,85.0
22921,87.0
22922,101.0
22923,98.0
22924,99.0
22925,99.0
22926,99.0
22927,101.0
22928,102.0
22929,106.0
22930,101.0
22931,91.0
22932,92.0
22933,92.0
22934,92.0
22935,93.0
22936,93.0
22937,91.0
22938,86.0
22939,87.0
22940,88.0
22941,88.0
22942,88.0
22943,87.0
22944,87.0
22945,86.0
22946,86.0
22947,89.0
22948,88.0
22949,93.0
22950,91.0
22951,91.0
22952,92.0
22953,93.0
22954,93.0
22955,95.0
22956,107.0
22957,107.0
22958,102.0
22959,101.0
22960,101.0
22961,104.0
22962,104.0
22963,105.0
22964,102.0
22965,98.0
22966,103.0
22967,101.0
22968,101.0
22969,101.0
22970,99.0
22971,99.0
22972,100.0
22973,101.0
22974,101.0
22975,103.0
22976,103.0
22977,104.0
22978,104.0
22979,105.0
22980,104.0
22981,104.0
22982,104.0
22983,105.0
22984,107.0
22985,107.0
22986,107.0
22987,106.0
22988,106.0
22989,107.0
22990,111.0
22991,111.0
22992,112.0
22993,112.0
22994,112.0
22995,111.0
22996,101.0
22997,97.0
22998,101.0
22999,101.0
23000,98.0
23001,98.0
23002,98.0
23003,95.0
23004,98.0
23005,99.0
23006,97.0
23007,98.0
23008,98.0
23009,98.0
23010,98.0
23011,98.0
23012,98.0
23013,97.0
23014,102.0
23015,102.0
23016,103.0
23017,103.0
23018,103.0
23019,103.0
23020,106.0
23021,105.0
23022,107.0
23023,103.0
23024,103.0
23025,103.0
23026,102.0
23027,101.0
23028,101.0
23029,92.0
23030,84.0
23031,82.0
23032,82.0
23033,78.0
23034,78.0
23035,78.0
23036,78.0
23037,73.0
23038,71.0
23039,70.0
23040,65.0
23041,64.0
23042,63.0
23043,63.0
23044,65.0
23045,64.0
23046,64.0
23047,63.0
23048,59.0
23049,59.0
23050,61.0
23051,61.0
23052,61.0
23053,60.0
23054,62.0
23055,64.0
23056,61.0
23057,61.0
23058,57.0
23059,57.0
23060,56.0
23061,60.0
23062,60.0
23063,60.0
23064,56.0
23065,56.0
23066,56.0
23067,63.0
23068,60.0
23069,83.0
23070,85.0
23071,84.0
23072,92.0
23073,91.0
23074,94.0
23075,93.0
23076,92.0
23077,95.0
23078,92.0
23079,103.0
23080,103.0
23081,99.0
23082,100.0
23083,99.0
23084,100.0
23085,103.0
23086,103.0
23087,104.0
23088,98.0
23089,99.0
23090,98.0
23091,99.0
23092,99.0
23093,98.0
23094,95.0
23095,95.0
23096,94.0
23097,94.0
23098,94.0
23099,94.0
23100,94.0
23101,93.0
23102,93.0
23103,95.0
23104,96.0
23105,96.0
23106,96.0
23107,96.0
23108,96.0
23109,97.0
23110,97.0
23111,97.0
23112,97.0
23113,98.0
23114,99.0
23115,98.0
23116,100.0
23117,99.0
23118,98.0
23119,100.0
23120,100.0
23121,100.0
23122,99.0
23123,98.0
23124,101.0
23125,104.0
23126,105.0
23127,105.0
23128,103.0
23129,106.0
23130,106.0
23131,106.0
23132,106.0
23133,106.0
23134,104.0
23135,106.0
23136,105.0
23137,105.0
23138,105.0
23139,103.0
23140,103.0
23141,100.0
23142,100.0
23143,83.0
23144,81.0
23145,82.0
23146,77.0
23147,78.0
23148,79.0
23149,79.0
23150,79.0
23151,77.0
23152,76.0
23153,69.0
23154,69.0
23155,69.0
23156,68.0
23157,62.0
23158,62.0
23159,64.0
23160,62.0
23161,62.0
23162,62.0
23163,64.0
23164,64.0
23165,64.0
23166,64.0
23167,64.0
23168,66.0
23169,67.0
23170,67.0
23171,68.0
23172,69.0
23173,69.0
23174,69.0
23175,69.0
23176,68.0
23177,68.0
23178,68.0
23179,69.0
23180,70.0
23181,68.0
23182,69.0
23183,68.0
23184,70.0
23185,70.0
23186,71.0
23187,72.0
23188,71.0
23189,73.0
23190,73.0
23191,77.0
23192,78.0
23193,76.0
23194,75.0
23195,75.0
23196,71.0
23197,71.0
23198,69.0
23199,80.0
23200,80.0
23201,78.0
23202,84.0
23203,82.0
23204,89.0
23205,93.0
23206,91.0
23207,91.0
23208,82.0
23209,83.0
23210,88.0
23211,87.0
23212,87.0
23213,88.0
23214,87.0
23215,87.0
23216,87.0
23217,87.0
23218,86.0
23219,87.0
23220,84.0
23221,84.0
23222,84.0
23223,84.0
23224,85.0
23225,85.0
23226,85.0
23227,85.0
23228,86.0
23229,88.0
23230,88.0
23231,89.0
23232,89.0
23233,87.0
23234,89.0
23235,89.0
23236,88.0
23237,86.0
23238,86.0
23239,87.0
23240,87.0
23241,84.0
23242,84.0
23243,83.0
23244,86.0
23245,87.0
23246,86.0
23247,88.0
23248,88.0
23249,88.0
23250,87.0
23251,96.0
23252,99.0
23253,102.0
23254,101.0
23255,99.0
23256,105.0
23257,105.0
23258,105.0
23259,104.0
23260,103.0
23261,102.0
23262,99.0
23263,99.0
23264,99.0
23265,91.0
23266,91.0
23267,94.0
23268,94.0
23269,100.0
23270,100.0
23271,100.0
23272,100.0
23273,90.0
23274,91.0
23275,92.0
23276,91.0
23277,91.0
23278,83.0
23279,85.0
23280,86.0
23281,88.0
23282,88.0
23283,89.0
23284,93.0
23285,90.0
23286,93.0
23287,93.0
23288,93.0
23289,93.0
23290,93.0
23291,93.0
23292,94.0
23293,92.0
23294,94.0
23295,96.0
23296,95.0
23297,95.0
23298,98.0
23299,98.0
23300,99.0
23301,101.0
23302,97.0
23303,96.0
23304,96.0
23305,97.0
23306,99.0
23307,98.0
23308,99.0
23309,103.0
23310,102.0
23311,103.0
23312,103.0
23313,104.0
23314,104.0
23315,104.0
23316,104.0
23317,103.0
23318,102.0
23319,100.0
23320,97.0
23321,97.0
23322,97.0
23323,94.0
23324,87.0
23325,83.0
23326,83.0
23327,80.0
23328,81.0
23329,81.0
23330,78.0
23331,79.0
23332,82.0
23333,81.0
23334,81.0
23335,81.0
23336,82.0
23337,84.0
23338,85.0
23339,86.0
23340,86.0
23341,87.0
23342,88.0
23343,91.0
23344,92.0
23345,90.0
23346,94.0
23347,94.0
23348,93.0
23349,89.0
23350,84.0
23351,86.0
23352,82.0
23353,82.0
23354,86.0
23355,82.0
23356,83.0
23357,82.0
23358,83.0
23359,84.0
23360,80.0
23361,81.0
23362,81.0
23363,81.0
23364,81.0
23365,80.0
23366,78.0
23367,77.0
23368,77.0
23369,76.0
23370,76.0
23371,77.0
23372,78.0
23373,79.0
23374,78.0
23375,76.0
23376,76.0
23377,75.0
23378,75.0
23379,74.0
23380,75.0
23381,75.0
23382,71.0
23383,71.0
23384,70.0
23385,69.0
23386,69.0
23387,69.0
23388,69.0
23389,70.0
23390,70.0
23391,70.0
23392,72.0
23393,72.0
23394,76.0
23395,76.0
23396,78.0
23397,78.0
23398,77.0
23399,78.0
23400,79.0
23401,79.0
23402,79.0
23403,80.0
23404,81.0
23405,79.0
23406,83.0
23407,82.0
23408,82.0
23409,86.0
23410,85.0
23411,83.0
23412,85.0
23413,88.0
23414,88.0
23415,85.0
23416,93.0
23417,97.0
23418,97.0
23419,102.0
23420,99.0
23421,104.0
23422,104.0
23423,104.0
23424,107.0
23425,107.0
23426,106.0
23427,101.0
23428,102.0
23429,103.0
23430,100.0
23431,102.0
23432,101.0
23433,99.0
23434,100.0
23435,97.0
23436,96.0
23437,97.0
23438,99.0
23439,99.0
23440,105.0
23441,105.0
23442,105.0
23443,104.0
23444,104.0
23445,104.0
23446,97.0
23447,100.0
23448,103.0
23449,104.0
23450,104.0
23451,101.0
23452,102.0
23453,102.0
23454,101.0
23455,101.0
23456,100.0
23457,99.0
23458,101.0
23459,109.0
23460,108.0
23461,114.0
23462,114.0
23463,115.0
23464,115.0
23465,116.0
23466,114.0
23467,114.0
23468,107.0
23469,107.0
23470,105.0
23471,110.0
23472,113.0
23473,113.0
23474,113.0
23475,113.0
23476,113.0
23477,115.0
23478,127.0
23479,139.0
23480,135.0
23481,137.0
23482,139.0
23483,139.0
23484,139.0
23485,139.0
23486,137.0
23487,132.0
23488,125.0
23489,120.0
23490,115.0
23491,114.0
23492,112.0
23493,114.0
23494,114.0
23495,113.0
23496,113.0
23497,113.0
23498,109.0
23499,109.0
23500,109.0
23501,109.0
23502,109.0
23503,109.0
23504,105.0
23505,107.0
23506,107.0
23507,110.0
23508,110.0
23509,110.0
23510,109.0
23511,111.0
23512,109.0
23513,109.0
23514,103.0
23515,103.0
23516,103.0
23517,103.0
23518,103.0
23519,106.0
23520,102.0
23521,102.0
23522,103.0
23523,103.0
23524,103.0
23525,105.0
23526,103.0
23527,103.0
23528,103.0
23529,105.0
23530,113.0
23531,112.0
23532,114.0
23533,110.0
23534,110.0
23535,116.0
23536,116.0
23537,120.0
23538,120.0
23539,116.0
23540,116.0
23541,120.0
23542,123.0
23543,125.0
23544,116.0
23545,117.0
23546,110.0
23547,111.0
23548,112.0
23549,111.0
23550,111.0
23551,101.0
23552,93.0
23553,89.0
23554,85.0
23555,84.0
23556,83.0
23557,84.0
23558,85.0
23559,86.0
23560,90.0
23561,90.0
23562,88.0
23563,88.0
23564,89.0
23565,89.0
23566,89.0
23567,92.0
23568,92.0
23569,88.0
23570,88.0
23571,87.0
23572,86.0
23573,85.0
23574,83.0
23575,83.0
23576,83.0
23577,83.0
23578,81.0
23579,80.0
23580,80.0
23581,78.0
23582,77.0
23583,80.0
23584,82.0
23585,80.0
23586,79.0
23587,79.0
23588,80.0
23589,85.0
23590,89.0
23591,90.0
23592,89.0
23593,89.0
23594,92.0
23595,95.0
23596,95.0
23597,96.0
23598,92.0
23599,92.0
23600,92.0
23601,92.0
23602,92.0
23603,90.0
23604,81.0
23605,81.0
23606,87.0
23607,87.0
23608,94.0
23609,90.0
23610,90.0
23611,88.0
23612,93.0
23613,90.0
23614,90.0
23615,89.0
23616,87.0
23617,78.0
23618,79.0
23619,81.0
23620,81.0
23621,81.0
23622,81.0
23623,81.0
23624,83.0
23625,83.0
23626,83.0
23627,83.0
23628,87.0
23629,93.0
23630,93.0
23631,92.0
23632,92.0
23633,90.0
23634,81.0
23635,81.0
23636,83.0
23637,82.0
23638,81.0
23639,82.0
23640,82.0
23641,83.0
23642,84.0
23643,84.0
23644,86.0
23645,87.0
23646,87.0
23647,89.0
23648,91.0
23649,92.0
23650,90.0
23651,90.0
23652,90.0
23653,87.0
23654,87.0
23655,90.0
23656,88.0
23657,86.0
23658,87.0
23659,88.0
23660,97.0
23661,97.0
23662,96.0
23663,90.0
23664,89.0
23665,89.0
23666,89.0
23667,88.0
23668,86.0
23669,83.0
23670,85.0
23671,83.0
23672,83.0
23673,86.0
23674,85.0
23675,85.0
23676,85.0
23677,88.0
23678,87.0
23679,81.0
23680,82.0
23681,83.0
23682,78.0
23683,80.0
23684,80.0
23685,81.0
23686,77.0
23687,77.0
23688,79.0
23689,79.0
23690,81.0
23691,82.0
23692,81.0
23693,79.0
23694,80.0
23695,80.0
23696,81.0
23697,79.0
23698,79.0
23699,79.0
23700,79.0
23701,79.0
23702,76.0
23703,73.0
23704,73.0
23705,73.0
23706,73.0
23707,74.0
23708,74.0
23709,75.0
23710,73.0
23711,75.0
23712,73.0
23713,79.0
23714,81.0
23715,82.0
23716,82.0
23717,83.0
23718,80.0
23719,80.0
23720,77.0
23721,74.0
23722,74.0
23723,75.0
23724,76.0
23725,76.0
23726,76.0
23727,75.0
23728,73.0
23729,85.0
23730,85.0
23731,86.0
23732,86.0
23733,78.0
23734,78.0
23735,78.0
23736,81.0
23737,84.0
23738,79.0
23739,80.0
23740,80.0
23741,81.0
23742,81.0
23743,84.0
23744,90.0
23745,89.0
23746,88.0
23747,79.0
23748,81.0
23749,82.0
23750,82.0
23751,78.0
23752,81.0
23753,86.0
23754,86.0
23755,87.0
23756,86.0
23757,85.0
23758,85.0
23759,87.0
23760,87.0
23761,87.0
23762,87.0
23763,87.0
23764,85.0
23765,86.0
23766,91.0
23767,93.0
23768,92.0
23769,91.0
23770,90.0
23771,90.0
23772,90.0
23773,101.0
23774,102.0
23775,102.0
23776,102.0
23777,101.0
23778,106.0
23779,106.0
23780,107.0
23781,106.0
23782,106.0
23783,106.0
23784,107.0
23785,106.0
23786,106.0
23787,100.0
23788,98.0
23789,96.0
23790,95.0
23791,95.0
23792,100.0
23793,100.0
23794,102.0
23795,98.0
23796,101.0
23797,103.0
23798,102.0
23799,106.0
23800,104.0
23801,104.0
23802,99.0
23803,99.0
23804,101.0
23805,100.0
23806,101.0
23807,102.0
23808,101.0
23809,101.0
23810,99.0
23811,96.0
23812,96.0
23813,96.0
23814,96.0
23815,106.0
23816,110.0
23817,106.0
23818,95.0
23819,95.0
23820,95.0
23821,96.0
23822,95.0
23823,94.0
23824,97.0
23825,96.0
23826,99.0
23827,100.0
23828,103.0
23829,102.0
23830,102.0
23831,106.0
23832,106.0
23833,107.0
23834,108.0
23835,105.0
23836,120.0
23837,119.0
23838,120.0
23839,120.0
23840,115.0
23841,115.0
23842,115.0
23843,114.0
23844,102.0
23845,106.0
23846,106.0
23847,106.0
23848,105.0
23849,105.0
23850,105.0
23851,105.0
23852,106.0
23853,106.0
23854,105.0
23855,106.0
23856,110.0
23857,110.0
23858,109.0
23859,108.0
23860,108.0
23861,116.0
23862,116.0
23863,117.0
23864,117.0
23865,108.0
23866,109.0
23867,109.0
23868,113.0
23869,113.0
23870,110.0
23871,111.0
23872,110.0
23873,107.0
23874,106.0
23875,104.0
23876,104.0
23877,104.0
23878,102.0
23879,102.0
23880,100.0
23881,104.0
23882,104.0
23883,103.0
23884,108.0
23885,108.0
23886,109.0
23887,108.0
23888,105.0
23889,106.0
23890,101.0
23891,103.0
23892,102.0
23893,103.0
23894,104.0
23895,103.0
23896,107.0
23897,109.0
23898,113.0
23899,113.0
23900,107.0
23901,101.0
23902,102.0
23903,104.0
23904,106.0
23905,104.0
23906,105.0
23907,101.0
23908,106.0
23909,106.0
23910,103.0
23911,103.0
23912,107.0
23913,106.0
23914,102.0
23915,104.0
23916,105.0
23917,105.0
23918,105.0
23919,106.0
23920,109.0
23921,109.0
23922,110.0
23923,110.0
23924,108.0
23925,102.0
23926,106.0
23927,106.0
23928,102.0
23929,108.0
23930,108.0
23931,108.0
23932,109.0
23933,112.0
23934,111.0
23935,101.0
23936,105.0
23937,103.0
23938,104.0
23939,104.0
23940,104.0
23941,104.0
23942,98.0
23943,99.0
23944,98.0
23945,98.0
23946,98.0
23947,95.0
23948,95.0
23949,96.0
23950,97.0
23951,97.0
23952,96.0
23953,96.0
23954,96.0
23955,92.0
23956,92.0
23957,91.0
23958,83.0
23959,84.0
23960,83.0
23961,83.0
23962,81.0
23963,81.0
23964,81.0
23965,80.0
23966,80.0
23967,79.0
23968,78.0
23969,74.0
23970,68.0
23971,69.0
23972,69.0
23973,69.0
23974,69.0
23975,70.0
23976,70.0
23977,70.0
23978,68.0
23979,65.0
23980,64.0
23981,63.0
23982,62.0
23983,63.0
23984,59.0
23985,58.0
23986,53.0
23987,53.0
23988,53.0
23989,51.0
23990,50.0
23991,49.0
23992,49.0
23993,49.0
23994,48.0
23995,48.0
23996,48.0
23997,48.0
23998,48.0
23999,48.0
24000,45.0
24001,47.0
24002,42.0
24003,42.0
24004,42.0
24005,44.0
24006,43.0
24007,42.0
24008,44.0
24009,43.0
24010,40.0
24011,40.0
24012,39.0
24013,39.0
24014,36.0
24015,35.0
24016,33.0
24017,34.0
24018,34.0
24019,34.0
24020,34.0
24021,34.0
24022,35.0
24023,37.0
24024,35.0
24025,35.0
24026,38.0
24027,38.0
24028,39.0
24029,38.0
24030,38.0
24031,38.0
24032,37.0
24033,38.0
24034,38.0
24035,42.0
24036,44.0
24037,44.0
24038,44.0
24039,44.0
24040,45.0
24041,45.0
24042,44.0
24043,44.0
24044,45.0
24045,44.0
24046,46.0
24047,46.0
24048,47.0
24049,45.0
24050,45.0
24051,45.0
24052,45.0
24053,47.0
24054,47.0
24055,47.0
24056,48.0
24057,47.0
24058,50.0
24059,50.0
24060,49.0
24061,49.0
24062,48.0
24063,48.0
24064,48.0
24065,45.0
24066,47.0
24067,47.0
24068,51.0
24069,51.0
24070,51.0
24071,51.0
24072,51.0
24073,52.0
24074,51.0
24075,49.0
24076,48.0
24077,48.0
24078,48.0
24079,47.0
24080,46.0
24081,46.0
24082,43.0
24083,43.0
24084,42.0
24085,42.0
24086,42.0
24087,42.0
24088,45.0
24089,45.0
24090,47.0
24091,47.0
24092,48.0
24093,52.0
24094,52.0
24095,52.0
24096,52.0
24097,48.0
24098,53.0
24099,49.0
24100,54.0
24101,55.0
24102,54.0
24103,54.0
24104,56.0
24105,56.0
24106,59.0
24107,57.0
24108,55.0
24109,56.0
24110,56.0
24111,56.0
24112,54.0
24113,55.0
24114,54.0
24115,54.0
24116,54.0
24117,53.0
24118,53.0
24119,53.0
24120,54.0
24121,54.0
24122,51.0
24123,52.0
24124,52.0
24125,53.0
24126,53.0
24127,51.0
24128,52.0
24129,52.0
24130,54.0
24131,59.0
24132,56.0
24133,61.0
24134,61.0
24135,61.0
24136,61.0
24137,61.0
24138,61.0
24139,62.0
24140,59.0
24141,59.0
24142,61.0
24143,61.0
24144,61.0
24145,61.0
24146,60.0
24147,60.0
24148,58.0
24149,59.0
24150,59.0
24151,59.0
24152,59.0
24153,59.0
24154,58.0
24155,58.0
24156,60.0
24157,60.0
24158,60.0
24159,62.0
24160,62.0
24161,63.0
24162,63.0
24163,63.0
24164,61.0
24165,62.0
24166,63.0
24167,59.0
24168,59.0
24169,61.0
24170,61.0
24171,62.0
24172,57.0
24173,54.0
24174,54.0
24175,58.0
24176,58.0
24177,58.0
24178,57.0
24179,57.0
24180,54.0
24181,55.0
24182,54.0
24183,54.0
24184,54.0
24185,53.0
24186,53.0
24187,51.0
24188,50.0
24189,50.0
24190,50.0
24191,49.0
24192,50.0
24193,51.0
24194,50.0
24195,50.0
24196,51.0
24197,50.0
24198,51.0
24199,50.0
24200,49.0
24201,50.0
24202,49.0
24203,48.0
24204,48.0
24205,44.0
24206,44.0
24207,41.0
24208,40.0
24209,41.0
24210,41.0
24211,43.0
24212,43.0
24213,44.0
24214,44.0
24215,40.0
24216,40.0
24217,40.0
24218,42.0
24219,49.0
24220,51.0
24221,49.0
24222,48.0
24223,48.0
24224,49.0
24225,49.0
24226,49.0
24227,48.0
24228,48.0
24229,48.0
24230,48.0
24231,45.0
24232,57.0
24233,57.0
24234,57.0
24235,55.0
24236,56.0
24237,58.0
24238,57.0
24239,58.0
24240,59.0
24241,59.0
24242,68.0
24243,66.0
24244,64.0
24245,64.0
24246,64.0
24247,64.0
24248,66.0
24249,62.0
24250,62.0
24251,63.0
24252,62.0
24253,62.0
24254,63.0
24255,62.0
24256,62.0
24257,61.0
24258,61.0
24259,61.0
24260,61.0
24261,61.0
24262,63.0
24263,65.0
24264,65.0
24265,65.0
24266,66.0
24267,65.0
24268,65.0
24269,65.0
24270,64.0
24271,65.0
24272,64.0
24273,63.0
24274,63.0
24275,62.0
24276,65.0
24277,65.0
24278,64.0
24279,64.0
24280,62.0
24281,61.0
24282,61.0
24283,60.0
24284,69.0
24285,68.0
24286,67.0
