,E6qgW7,jQNpYD,dgZP3L,FAvEvi,QPbjvy,zhrVRY
25934,624.0,2349.0,53.0,8.0,110.0,23.0
25935,610.0,2305.0,51.0,8.0,109.0,22.0
25936,609.0,2310.0,51.0,8.0,109.0,23.0
25937,610.0,2308.0,51.0,8.0,108.0,23.0
25938,600.0,2262.0,50.0,8.0,108.0,23.0
25939,592.0,2236.0,49.0,8.0,106.0,23.0
25940,562.0,2144.0,47.0,6.0,105.0,22.0
25941,538.0,2092.0,46.0,6.0,101.0,22.0
25942,559.0,2171.0,51.0,6.0,103.0,22.0
25943,544.0,2098.0,51.0,6.0,105.0,22.0
25944,532.0,2074.0,49.0,6.0,105.0,22.0
25945,528.0,2068.0,48.0,6.0,105.0,21.0
25946,526.0,2066.0,48.0,6.0,105.0,21.0
25947,529.0,2075.0,48.0,6.0,105.0,21.0
25948,532.0,2076.0,48.0,6.0,104.0,21.0
25949,527.0,2054.0,47.0,6.0,104.0,21.0
25950,543.0,2120.0,53.0,6.0,104.0,21.0
25951,541.0,2100.0,53.0,6.0,100.0,21.0
25952,562.0,2184.0,58.0,6.0,108.0,22.0
25953,563.0,2200.0,58.0,6.0,108.0,22.0
25954,554.0,2162.0,58.0,6.0,108.0,23.0
25955,548.0,2167.0,57.0,6.0,106.0,22.0
25956,548.0,2163.0,57.0,6.0,106.0,22.0
25957,577.0,2281.0,67.0,6.0,107.0,22.0
25958,579.0,2308.0,67.0,6.0,107.0,22.0
25959,581.0,2329.0,69.0,6.0,105.0,22.0
25960,585.0,2335.0,71.0,6.0,103.0,21.0
25961,582.0,2320.0,71.0,6.0,100.0,21.0
25962,579.0,2323.0,70.0,6.0,100.0,21.0
25963,581.0,2331.0,70.0,6.0,99.0,21.0
25964,580.0,2331.0,70.0,6.0,102.0,21.0
25965,580.0,2347.0,70.0,6.0,102.0,21.0
25966,581.0,2357.0,70.0,6.0,105.0,21.0
25967,579.0,2345.0,70.0,6.0,105.0,21.0
25968,575.0,2354.0,72.0,6.0,103.0,20.0
25969,566.0,2354.0,75.0,6.0,102.0,20.0
25970,566.0,2351.0,75.0,6.0,102.0,19.0
25971,563.0,2338.0,74.0,5.0,97.0,19.0
25972,562.0,2330.0,74.0,5.0,99.0,19.0
25973,566.0,2397.0,78.0,5.0,100.0,19.0
25974,562.0,2378.0,76.0,4.0,98.0,19.0
25975,566.0,2394.0,76.0,3.0,99.0,18.0
25976,565.0,2394.0,76.0,3.0,99.0,18.0
25977,541.0,2330.0,75.0,3.0,98.0,18.0
25978,554.0,2406.0,79.0,4.0,101.0,19.0
25979,558.0,2410.0,80.0,4.0,101.0,19.0
25980,539.0,2331.0,76.0,2.0,93.0,18.0
25981,557.0,2387.0,79.0,2.0,93.0,18.0
25982,543.0,2338.0,76.0,1.0,81.0,11.0
25983,554.0,2378.0,77.0,1.0,81.0,10.0
25984,551.0,2353.0,78.0,1.0,80.0,10.0
25985,507.0,2265.0,74.0,1.0,79.0,10.0
25986,490.0,2259.0,74.0,1.0,78.0,10.0
25987,475.0,2212.0,74.0,1.0,77.0,10.0
25988,476.0,2233.0,75.0,1.0,78.0,10.0
25989,473.0,2222.0,75.0,1.0,78.0,10.0
25990,473.0,2244.0,76.0,1.0,78.0,10.0
25991,473.0,2247.0,74.0,1.0,79.0,10.0
25992,477.0,2263.0,73.0,1.0,82.0,10.0
25993,482.0,2285.0,73.0,1.0,83.0,10.0
25994,474.0,2236.0,73.0,1.0,76.0,10.0
25995,475.0,2226.0,73.0,1.0,75.0,10.0
25996,475.0,2216.0,73.0,1.0,74.0,10.0
25997,482.0,2257.0,72.0,1.0,73.0,10.0
25998,474.0,2228.0,72.0,1.0,71.0,10.0
25999,486.0,2280.0,72.0,1.0,70.0,10.0
26000,477.0,2239.0,71.0,1.0,77.0,12.0
26001,463.0,2179.0,69.0,1.0,77.0,11.0
26002,466.0,2186.0,69.0,1.0,76.0,11.0
26003,460.0,2150.0,69.0,1.0,72.0,11.0
26004,470.0,2182.0,71.0,1.0,74.0,11.0
26005,458.0,2130.0,70.0,1.0,73.0,10.0
26006,440.0,2068.0,68.0,1.0,70.0,10.0
26007,479.0,2229.0,74.0,1.0,85.0,12.0
26008,490.0,2268.0,74.0,1.0,82.0,12.0
26009,490.0,2271.0,74.0,1.0,83.0,13.0
26010,492.0,2264.0,74.0,1.0,83.0,12.0
26011,489.0,2245.0,74.0,1.0,83.0,12.0
26012,487.0,2250.0,73.0,1.0,83.0,12.0
26013,500.0,2291.0,77.0,1.0,78.0,12.0
26014,508.0,2330.0,77.0,1.0,81.0,13.0
26015,528.0,2397.0,84.0,2.0,86.0,14.0
26016,500.0,2350.0,79.0,2.0,87.0,16.0
26017,515.0,2396.0,80.0,2.0,91.0,17.0
26018,518.0,2414.0,79.0,2.0,92.0,17.0
26019,516.0,2419.0,79.0,2.0,92.0,17.0
26020,514.0,2430.0,79.0,2.0,85.0,17.0
26021,514.0,2421.0,79.0,2.0,86.0,18.0
26022,550.0,2531.0,89.0,2.0,89.0,18.0
26023,556.0,2556.0,89.0,2.0,89.0,18.0
26024,539.0,2500.0,83.0,2.0,90.0,18.0
26025,539.0,2489.0,83.0,2.0,92.0,20.0
26026,516.0,2401.0,78.0,2.0,85.0,19.0
26027,518.0,2410.0,78.0,2.0,86.0,19.0
26028,520.0,2421.0,78.0,2.0,86.0,19.0
26029,519.0,2399.0,77.0,2.0,81.0,18.0
26030,520.0,2406.0,77.0,2.0,81.0,19.0
26031,480.0,2270.0,64.0,2.0,81.0,19.0
26032,482.0,2282.0,66.0,2.0,82.0,19.0
26033,484.0,2293.0,65.0,2.0,82.0,19.0
26034,482.0,2292.0,64.0,3.0,83.0,19.0
26035,482.0,2287.0,64.0,3.0,84.0,19.0
26036,474.0,2292.0,65.0,3.0,84.0,19.0
26037,472.0,2285.0,65.0,3.0,84.0,19.0
26038,481.0,2314.0,66.0,3.0,85.0,19.0
26039,499.0,2375.0,67.0,3.0,85.0,20.0
26040,501.0,2376.0,68.0,3.0,82.0,20.0
26041,495.0,2370.0,68.0,3.0,80.0,19.0
26042,494.0,2354.0,67.0,3.0,81.0,19.0
26043,487.0,2320.0,63.0,3.0,81.0,19.0
26044,488.0,2325.0,64.0,3.0,81.0,19.0
26045,484.0,2301.0,64.0,3.0,81.0,19.0
26046,493.0,2349.0,65.0,3.0,81.0,19.0
26047,487.0,2282.0,62.0,3.0,80.0,19.0
26048,476.0,2237.0,64.0,3.0,79.0,17.0
26049,485.0,2277.0,64.0,3.0,78.0,17.0
26050,487.0,2294.0,64.0,3.0,74.0,17.0
26051,490.0,2306.0,64.0,4.0,81.0,21.0
26052,494.0,2278.0,61.0,4.0,86.0,22.0
26053,496.0,2287.0,60.0,4.0,87.0,22.0
26054,495.0,2271.0,60.0,4.0,87.0,22.0
26055,476.0,2204.0,58.0,4.0,88.0,22.0
26056,485.0,2263.0,58.0,4.0,88.0,22.0
26057,476.0,2223.0,57.0,4.0,81.0,22.0
26058,478.0,2228.0,56.0,4.0,86.0,23.0
26059,469.0,2182.0,54.0,4.0,86.0,23.0
26060,466.0,2163.0,54.0,4.0,86.0,22.0
26061,470.0,2169.0,54.0,4.0,86.0,22.0
26062,471.0,2164.0,54.0,4.0,87.0,23.0
26063,475.0,2192.0,54.0,4.0,87.0,23.0
26064,486.0,2206.0,55.0,4.0,87.0,24.0
26065,467.0,2138.0,55.0,4.0,85.0,23.0
26066,465.0,2136.0,55.0,4.0,84.0,23.0
26067,458.0,2112.0,55.0,4.0,83.0,23.0
26068,459.0,2116.0,55.0,4.0,83.0,23.0
26069,465.0,2179.0,55.0,4.0,84.0,23.0
26070,475.0,2241.0,58.0,4.0,85.0,22.0
26071,478.0,2306.0,59.0,4.0,86.0,21.0
26072,480.0,2333.0,61.0,4.0,87.0,21.0
26073,453.0,2239.0,60.0,4.0,86.0,20.0
26074,454.0,2259.0,60.0,4.0,86.0,20.0
26075,456.0,2261.0,60.0,4.0,87.0,20.0
26076,455.0,2250.0,61.0,4.0,87.0,20.0
26077,459.0,2268.0,61.0,4.0,87.0,20.0
26078,438.0,2186.0,57.0,4.0,85.0,20.0
26079,442.0,2215.0,58.0,4.0,86.0,20.0
26080,415.0,2155.0,57.0,5.0,74.0,18.0
26081,417.0,2109.0,52.0,5.0,72.0,18.0
26082,413.0,2104.0,52.0,5.0,73.0,18.0
26083,413.0,2087.0,52.0,5.0,72.0,18.0
26084,410.0,2088.0,53.0,5.0,73.0,18.0
26085,409.0,2082.0,52.0,5.0,73.0,18.0
26086,409.0,2067.0,52.0,5.0,73.0,18.0
26087,399.0,2043.0,51.0,5.0,71.0,18.0
26088,387.0,1988.0,50.0,5.0,69.0,16.0
26089,371.0,1943.0,45.0,4.0,64.0,14.0
26090,397.0,2041.0,44.0,4.0,64.0,14.0
26091,396.0,2035.0,44.0,4.0,66.0,14.0
26092,396.0,2028.0,45.0,4.0,65.0,14.0
26093,396.0,2019.0,45.0,4.0,65.0,14.0
26094,396.0,2006.0,45.0,4.0,65.0,14.0
26095,399.0,2020.0,45.0,4.0,64.0,14.0
26096,367.0,1912.0,38.0,4.0,61.0,14.0
26097,360.0,1893.0,38.0,5.0,61.0,14.0
26098,355.0,1885.0,39.0,6.0,59.0,14.0
26099,347.0,1865.0,39.0,5.0,56.0,11.0
26100,346.0,1866.0,39.0,5.0,56.0,11.0
26101,345.0,1853.0,39.0,5.0,55.0,11.0
26102,362.0,1903.0,41.0,5.0,57.0,11.0
26103,366.0,1923.0,41.0,5.0,58.0,11.0
26104,367.0,1928.0,42.0,5.0,58.0,11.0
26105,367.0,1926.0,42.0,5.0,58.0,11.0
26106,366.0,1903.0,40.0,5.0,57.0,11.0
26107,363.0,1889.0,41.0,4.0,56.0,11.0
26108,358.0,1860.0,40.0,4.0,55.0,11.0
26109,362.0,1904.0,40.0,4.0,56.0,12.0
26110,374.0,1940.0,40.0,4.0,57.0,13.0
26111,374.0,1943.0,40.0,4.0,58.0,13.0
26112,353.0,1874.0,38.0,5.0,57.0,13.0
26113,353.0,1902.0,38.0,5.0,55.0,13.0
26114,352.0,1891.0,38.0,5.0,57.0,14.0
26115,351.0,1878.0,38.0,5.0,57.0,14.0
26116,367.0,1961.0,38.0,5.0,60.0,14.0
26117,365.0,1947.0,38.0,5.0,60.0,14.0
26118,365.0,1951.0,38.0,5.0,59.0,14.0
26119,377.0,2019.0,41.0,5.0,62.0,16.0
26120,373.0,1991.0,41.0,7.0,64.0,16.0
26121,383.0,1999.0,38.0,7.0,63.0,16.0
26122,364.0,1929.0,36.0,7.0,59.0,14.0
26123,365.0,1927.0,36.0,7.0,59.0,14.0
26124,362.0,1898.0,36.0,6.0,58.0,12.0
26125,345.0,1858.0,35.0,6.0,53.0,11.0
26126,350.0,1872.0,35.0,6.0,53.0,11.0
26127,346.0,1853.0,35.0,6.0,52.0,11.0
26128,347.0,1852.0,35.0,6.0,53.0,11.0
26129,357.0,1877.0,37.0,6.0,55.0,11.0
26130,355.0,1862.0,37.0,6.0,55.0,9.0
26131,354.0,1861.0,38.0,6.0,55.0,9.0
26132,350.0,1852.0,38.0,6.0,55.0,9.0
26133,356.0,1913.0,39.0,6.0,55.0,9.0
26134,357.0,1925.0,39.0,6.0,55.0,9.0
26135,358.0,1959.0,39.0,6.0,55.0,9.0
26136,355.0,1948.0,38.0,6.0,55.0,9.0
26137,353.0,1921.0,38.0,6.0,55.0,9.0
26138,343.0,1859.0,36.0,6.0,54.0,8.0
26139,352.0,1904.0,37.0,6.0,52.0,8.0
26140,363.0,1942.0,37.0,6.0,51.0,8.0
26141,365.0,1960.0,37.0,6.0,51.0,8.0
26142,355.0,1866.0,37.0,6.0,51.0,8.0
26143,354.0,1851.0,37.0,6.0,50.0,8.0
26144,334.0,1750.0,35.0,6.0,46.0,8.0
26145,336.0,1762.0,35.0,6.0,46.0,8.0
26146,344.0,1747.0,33.0,4.0,34.0,6.0
26147,344.0,1752.0,33.0,4.0,34.0,6.0
26148,352.0,1782.0,34.0,4.0,34.0,6.0
26149,347.0,1776.0,33.0,4.0,33.0,6.0
26150,347.0,1777.0,33.0,4.0,33.0,6.0
26151,352.0,1836.0,34.0,4.0,33.0,6.0
26152,353.0,1838.0,34.0,4.0,33.0,6.0
26153,361.0,1879.0,37.0,4.0,30.0,6.0
26154,366.0,1920.0,37.0,4.0,30.0,6.0
26155,374.0,1977.0,39.0,4.0,50.0,12.0
26156,374.0,1991.0,39.0,4.0,53.0,13.0
26157,375.0,1988.0,39.0,4.0,53.0,13.0
26158,374.0,1983.0,38.0,4.0,53.0,13.0
26159,374.0,1982.0,38.0,4.0,53.0,13.0
26160,374.0,1990.0,37.0,4.0,53.0,13.0
26161,382.0,2004.0,37.0,4.0,53.0,13.0
26162,372.0,1969.0,36.0,5.0,54.0,14.0
26163,363.0,1944.0,37.0,5.0,56.0,14.0
26164,360.0,1923.0,37.0,5.0,56.0,14.0
26165,358.0,1927.0,37.0,5.0,56.0,14.0
26166,355.0,1922.0,36.0,6.0,56.0,14.0
26167,374.0,2017.0,38.0,6.0,58.0,14.0
26168,383.0,2099.0,39.0,7.0,63.0,18.0
26169,384.0,2099.0,39.0,7.0,64.0,18.0
26170,381.0,2096.0,39.0,7.0,65.0,18.0
26171,381.0,2106.0,40.0,7.0,65.0,18.0
26172,378.0,2074.0,39.0,6.0,65.0,18.0
26173,385.0,2112.0,40.0,6.0,65.0,18.0
26174,398.0,2181.0,42.0,7.0,72.0,20.0
26175,409.0,2265.0,44.0,8.0,75.0,20.0
26176,384.0,2193.0,41.0,8.0,73.0,20.0
26177,379.0,2173.0,41.0,8.0,76.0,20.0
26178,378.0,2154.0,40.0,8.0,76.0,20.0
26179,380.0,2158.0,40.0,8.0,79.0,20.0
26180,375.0,2141.0,40.0,8.0,79.0,20.0
26181,380.0,2195.0,40.0,8.0,79.0,20.0
26182,380.0,2235.0,44.0,8.0,84.0,20.0
26183,382.0,2224.0,44.0,9.0,91.0,21.0
26184,368.0,2160.0,42.0,9.0,89.0,20.0
26185,373.0,2191.0,43.0,8.0,87.0,19.0
26186,379.0,2231.0,46.0,8.0,92.0,20.0
26187,376.0,2204.0,46.0,8.0,93.0,20.0
26188,376.0,2205.0,46.0,8.0,94.0,21.0
26189,378.0,2248.0,46.0,8.0,97.0,22.0
26190,363.0,2167.0,46.0,8.0,96.0,22.0
26191,350.0,2090.0,44.0,8.0,89.0,20.0
26192,342.0,2069.0,43.0,8.0,89.0,20.0
26193,344.0,2114.0,43.0,9.0,89.0,20.0
26194,344.0,2163.0,42.0,7.0,84.0,19.0
26195,330.0,2144.0,42.0,7.0,84.0,19.0
26196,331.0,2163.0,42.0,7.0,83.0,19.0
26197,329.0,2174.0,42.0,7.0,83.0,19.0
26198,331.0,2195.0,42.0,7.0,83.0,19.0
26199,362.0,2314.0,48.0,7.0,83.0,19.0
26200,362.0,2314.0,48.0,7.0,83.0,18.0
26201,361.0,2318.0,48.0,7.0,83.0,18.0
26202,357.0,2295.0,47.0,7.0,83.0,18.0
26203,336.0,2233.0,43.0,7.0,79.0,18.0
26204,340.0,2294.0,46.0,7.0,79.0,18.0
26205,349.0,2343.0,46.0,7.0,79.0,18.0
26206,347.0,2332.0,47.0,7.0,79.0,18.0
26207,347.0,2333.0,47.0,7.0,79.0,18.0
26208,348.0,2327.0,47.0,7.0,79.0,18.0
26209,348.0,2314.0,47.0,7.0,79.0,17.0
26210,353.0,2354.0,48.0,7.0,79.0,17.0
26211,358.0,2400.0,49.0,7.0,79.0,17.0
26212,363.0,2438.0,50.0,7.0,77.0,17.0
26213,358.0,2438.0,51.0,7.0,75.0,15.0
26214,351.0,2420.0,51.0,7.0,73.0,15.0
26215,374.0,2492.0,58.0,7.0,73.0,15.0
26216,375.0,2497.0,57.0,7.0,73.0,15.0
26217,401.0,2613.0,65.0,7.0,73.0,15.0
26218,403.0,2593.0,65.0,7.0,70.0,15.0
26219,404.0,2613.0,65.0,7.0,70.0,15.0
26220,417.0,2668.0,71.0,7.0,66.0,15.0
26221,410.0,2614.0,71.0,7.0,65.0,15.0
26222,401.0,2586.0,70.0,7.0,65.0,15.0
26223,421.0,2623.0,71.0,7.0,65.0,15.0
26224,421.0,2625.0,71.0,7.0,65.0,15.0
26225,432.0,2686.0,74.0,7.0,64.0,15.0
26226,431.0,2694.0,74.0,7.0,63.0,14.0
26227,418.0,2627.0,71.0,7.0,62.0,14.0
26228,412.0,2571.0,71.0,7.0,61.0,14.0
26229,389.0,2488.0,68.0,7.0,56.0,13.0
26230,401.0,2551.0,72.0,7.0,56.0,13.0
26231,417.0,2635.0,72.0,7.0,56.0,13.0
26232,393.0,2559.0,71.0,6.0,56.0,12.0
26233,395.0,2580.0,71.0,6.0,56.0,12.0
26234,386.0,2540.0,70.0,6.0,56.0,12.0
26235,389.0,2554.0,69.0,6.0,56.0,12.0
26236,389.0,2570.0,69.0,6.0,56.0,12.0
26237,388.0,2546.0,68.0,6.0,54.0,12.0
26238,389.0,2567.0,69.0,6.0,54.0,12.0
26239,377.0,2490.0,68.0,5.0,48.0,10.0
26240,378.0,2489.0,68.0,5.0,48.0,10.0
26241,364.0,2417.0,67.0,5.0,46.0,10.0
26242,362.0,2399.0,68.0,5.0,45.0,8.0
26243,360.0,2395.0,68.0,1.0,4.0,0.0
26244,356.0,2344.0,67.0,1.0,4.0,0.0
26245,354.0,2325.0,67.0,1.0,3.0,0.0
26246,342.0,2270.0,65.0,1.0,3.0,0.0
26247,338.0,2231.0,64.0,1.0,3.0,0.0
26248,353.0,2294.0,65.0,1.0,3.0,0.0
26249,350.0,2245.0,63.0,0.0,0.0,0.0
26250,352.0,2243.0,63.0,0.0,0.0,0.0
26251,350.0,2239.0,63.0,0.0,0.0,0.0
26252,350.0,2243.0,63.0,0.0,0.0,0.0
26253,350.0,2245.0,63.0,0.0,0.0,0.0
26254,355.0,2264.0,63.0,0.0,0.0,0.0
26255,352.0,2212.0,62.0,0.0,0.0,0.0
26256,348.0,2145.0,58.0,0.0,0.0,0.0
26257,347.0,2136.0,58.0,0.0,0.0,0.0
26258,346.0,2131.0,58.0,0.0,0.0,0.0
26259,346.0,2126.0,57.0,0.0,0.0,0.0
26260,342.0,2075.0,54.0,0.0,0.0,0.0
26261,341.0,2069.0,54.0,0.0,0.0,0.0
26262,341.0,2089.0,55.0,0.0,0.0,0.0
26263,339.0,2037.0,55.0,0.0,0.0,0.0
26264,374.0,2157.0,60.0,0.0,0.0,0.0
26265,374.0,2139.0,59.0,0.0,0.0,0.0
26266,376.0,2127.0,59.0,0.0,0.0,0.0
26267,379.0,2146.0,59.0,0.0,0.0,0.0
26268,377.0,2101.0,60.0,0.0,0.0,0.0
26269,376.0,2114.0,60.0,0.0,0.0,0.0
26270,392.0,2179.0,63.0,0.0,25.0,5.0
26271,356.0,2039.0,56.0,0.0,27.0,5.0
26272,349.0,2007.0,56.0,0.0,27.0,5.0
26273,361.0,2079.0,58.0,0.0,27.0,6.0
26274,364.0,2116.0,59.0,0.0,28.0,6.0
26275,381.0,2175.0,61.0,0.0,28.0,6.0
26276,389.0,2204.0,63.0,0.0,30.0,6.0
26277,392.0,2203.0,63.0,0.0,33.0,7.0
26278,389.0,2156.0,60.0,0.0,33.0,7.0
26279,383.0,2105.0,61.0,0.0,34.0,7.0
26280,404.0,2197.0,66.0,0.0,40.0,7.0
26281,414.0,2282.0,68.0,0.0,51.0,10.0
26282,445.0,2396.0,71.0,0.0,64.0,19.0
26283,443.0,2388.0,71.0,2.0,78.0,20.0
26284,437.0,2360.0,70.0,2.0,79.0,20.0
26285,432.0,2314.0,70.0,2.0,79.0,20.0
26286,425.0,2278.0,70.0,2.0,79.0,20.0
26287,417.0,2224.0,69.0,2.0,79.0,20.0
26288,417.0,2216.0,70.0,2.0,79.0,20.0
26289,385.0,2118.0,65.0,2.0,79.0,21.0
26290,388.0,2149.0,67.0,2.0,80.0,21.0
26291,366.0,2062.0,61.0,2.0,80.0,21.0
26292,368.0,2104.0,64.0,2.0,82.0,21.0
26293,370.0,2106.0,64.0,2.0,83.0,21.0
26294,363.0,2091.0,61.0,3.0,86.0,21.0
26295,368.0,2111.0,61.0,3.0,86.0,21.0
26296,369.0,2102.0,62.0,3.0,86.0,21.0
26297,350.0,2035.0,60.0,3.0,86.0,21.0
26298,351.0,2036.0,60.0,3.0,86.0,21.0
26299,348.0,2015.0,59.0,3.0,82.0,21.0
26300,353.0,2025.0,60.0,3.0,84.0,21.0
26301,371.0,2062.0,60.0,3.0,88.0,21.0
26302,383.0,2116.0,62.0,3.0,94.0,22.0
26303,363.0,2031.0,57.0,3.0,91.0,21.0
26304,357.0,2005.0,58.0,3.0,89.0,21.0
26305,360.0,2022.0,58.0,3.0,89.0,21.0
26306,361.0,2019.0,58.0,3.0,89.0,21.0
26307,361.0,2023.0,60.0,3.0,87.0,21.0
26308,358.0,2019.0,60.0,3.0,82.0,20.0
26309,359.0,2027.0,60.0,3.0,82.0,20.0
26310,350.0,1949.0,59.0,3.0,82.0,20.0
26311,350.0,1944.0,59.0,3.0,84.0,20.0
26312,349.0,1947.0,59.0,3.0,85.0,20.0
26313,355.0,1988.0,60.0,3.0,85.0,20.0
26314,355.0,1991.0,60.0,3.0,85.0,20.0
26315,356.0,2006.0,61.0,3.0,85.0,20.0
26316,356.0,2006.0,61.0,3.0,85.0,20.0
26317,357.0,2005.0,61.0,3.0,85.0,19.0
26318,362.0,2006.0,60.0,3.0,85.0,19.0
26319,366.0,2021.0,60.0,3.0,86.0,19.0
26320,364.0,2025.0,60.0,3.0,86.0,19.0
26321,380.0,2060.0,61.0,3.0,85.0,19.0
26322,369.0,2006.0,60.0,3.0,84.0,17.0
26323,368.0,1998.0,62.0,3.0,84.0,17.0
26324,367.0,2005.0,62.0,3.0,82.0,17.0
26325,375.0,2031.0,63.0,3.0,82.0,17.0
26326,381.0,2076.0,64.0,3.0,83.0,18.0
26327,388.0,2107.0,64.0,3.0,80.0,18.0
26328,388.0,2111.0,65.0,3.0,77.0,18.0
26329,391.0,2141.0,67.0,3.0,76.0,18.0
26330,394.0,2181.0,68.0,4.0,79.0,20.0
26331,396.0,2191.0,68.0,4.0,80.0,20.0
26332,407.0,2236.0,68.0,4.0,80.0,20.0
26333,409.0,2259.0,70.0,4.0,83.0,21.0
26334,412.0,2272.0,71.0,4.0,84.0,21.0
26335,411.0,2266.0,71.0,4.0,83.0,21.0
26336,414.0,2299.0,71.0,4.0,83.0,21.0
26337,412.0,2321.0,72.0,4.0,83.0,21.0
26338,389.0,2229.0,67.0,2.0,69.0,20.0
26339,390.0,2241.0,67.0,2.0,69.0,20.0
26340,390.0,2234.0,67.0,2.0,69.0,20.0
26341,387.0,2214.0,67.0,2.0,67.0,20.0
26342,385.0,2195.0,66.0,2.0,67.0,20.0
26343,381.0,2169.0,65.0,2.0,68.0,20.0
26344,364.0,2089.0,62.0,2.0,70.0,20.0
26345,361.0,2101.0,63.0,2.0,74.0,20.0
26346,350.0,2065.0,63.0,2.0,74.0,20.0
26347,348.0,2052.0,62.0,2.0,74.0,19.0
26348,342.0,2011.0,61.0,2.0,74.0,19.0
26349,324.0,1950.0,57.0,2.0,74.0,19.0
26350,324.0,1944.0,57.0,2.0,72.0,18.0
26351,323.0,1944.0,57.0,2.0,72.0,18.0
26352,323.0,1931.0,57.0,2.0,72.0,18.0
26353,325.0,1946.0,56.0,2.0,57.0,17.0
26354,328.0,1940.0,51.0,2.0,58.0,17.0
26355,333.0,1968.0,53.0,3.0,65.0,18.0
26356,307.0,1863.0,51.0,3.0,55.0,10.0
26357,310.0,1854.0,50.0,3.0,56.0,10.0
26358,319.0,1859.0,50.0,3.0,56.0,10.0
26359,322.0,1883.0,50.0,3.0,56.0,10.0
26360,324.0,1910.0,50.0,3.0,57.0,10.0
26361,325.0,1908.0,50.0,3.0,57.0,10.0
26362,320.0,1892.0,48.0,3.0,57.0,10.0
26363,309.0,1847.0,46.0,3.0,60.0,9.0
26364,299.0,1774.0,42.0,3.0,57.0,9.0
26365,337.0,1936.0,55.0,4.0,64.0,12.0
26366,351.0,2026.0,58.0,4.0,65.0,13.0
26367,340.0,1957.0,57.0,3.0,63.0,13.0
26368,336.0,1930.0,57.0,3.0,63.0,13.0
26369,338.0,1933.0,57.0,3.0,63.0,13.0
26370,338.0,1985.0,59.0,4.0,72.0,14.0
26371,338.0,1991.0,59.0,4.0,75.0,14.0
26372,337.0,2015.0,60.0,4.0,75.0,14.0
26373,332.0,1997.0,60.0,4.0,75.0,14.0
26374,307.0,1911.0,59.0,4.0,68.0,14.0
26375,309.0,1920.0,61.0,4.0,63.0,13.0
26376,308.0,1910.0,61.0,4.0,63.0,13.0
26377,309.0,1909.0,61.0,4.0,63.0,13.0
26378,312.0,1947.0,60.0,4.0,56.0,13.0
26379,320.0,1984.0,62.0,4.0,56.0,13.0
26380,324.0,2022.0,62.0,4.0,56.0,13.0
26381,321.0,1998.0,63.0,4.0,56.0,13.0
26382,320.0,1981.0,63.0,4.0,56.0,13.0
26383,321.0,1977.0,63.0,4.0,56.0,13.0
26384,325.0,2021.0,64.0,4.0,57.0,13.0
26385,327.0,2054.0,64.0,4.0,57.0,13.0
26386,336.0,2074.0,64.0,4.0,57.0,13.0
26387,332.0,2096.0,66.0,4.0,70.0,14.0
26388,353.0,2218.0,75.0,5.0,74.0,15.0
26389,357.0,2233.0,78.0,5.0,75.0,15.0
26390,362.0,2287.0,79.0,5.0,78.0,16.0
26391,362.0,2292.0,80.0,5.0,78.0,16.0
26392,362.0,2309.0,80.0,5.0,80.0,17.0
26393,362.0,2304.0,80.0,5.0,81.0,17.0
26394,375.0,2366.0,84.0,5.0,81.0,17.0
26395,400.0,2518.0,91.0,6.0,85.0,18.0
26396,398.0,2539.0,90.0,6.0,87.0,18.0
26397,398.0,2544.0,90.0,6.0,87.0,18.0
26398,398.0,2539.0,89.0,6.0,87.0,18.0
26399,398.0,2526.0,89.0,6.0,87.0,18.0
26400,396.0,2500.0,89.0,6.0,86.0,17.0
26401,403.0,2567.0,90.0,6.0,90.0,18.0
26402,405.0,2589.0,90.0,6.0,90.0,18.0
26403,401.0,2546.0,87.0,5.0,86.0,16.0
26404,397.0,2511.0,86.0,5.0,86.0,16.0
26405,397.0,2512.0,86.0,5.0,86.0,16.0
26406,395.0,2512.0,87.0,5.0,84.0,15.0
26407,393.0,2482.0,86.0,5.0,86.0,16.0
26408,391.0,2472.0,86.0,5.0,86.0,16.0
26409,398.0,2454.0,85.0,5.0,86.0,16.0
26410,390.0,2407.0,84.0,5.0,86.0,16.0
26411,390.0,2411.0,84.0,5.0,88.0,16.0
26412,389.0,2420.0,84.0,5.0,88.0,17.0
26413,390.0,2424.0,84.0,5.0,88.0,17.0
26414,393.0,2456.0,85.0,5.0,88.0,17.0
26415,394.0,2456.0,85.0,5.0,86.0,17.0
26416,393.0,2467.0,86.0,5.0,86.0,17.0
26417,393.0,2465.0,86.0,5.0,85.0,17.0
26418,395.0,2478.0,86.0,5.0,83.0,17.0
26419,398.0,2483.0,83.0,5.0,79.0,17.0
26420,403.0,2539.0,84.0,5.0,79.0,17.0
26421,405.0,2551.0,84.0,5.0,79.0,17.0
26422,405.0,2550.0,84.0,5.0,79.0,17.0
26423,405.0,2539.0,84.0,5.0,80.0,17.0
26424,407.0,2553.0,84.0,5.0,80.0,17.0
26425,412.0,2590.0,85.0,5.0,80.0,17.0
26426,412.0,2591.0,85.0,5.0,80.0,17.0
26427,423.0,2639.0,87.0,5.0,79.0,17.0
26428,412.0,2596.0,87.0,5.0,77.0,17.0
26429,397.0,2505.0,83.0,4.0,73.0,13.0
26430,448.0,2646.0,92.0,4.0,73.0,13.0
26431,448.0,2655.0,92.0,4.0,72.0,13.0
