,48cAtM,YAdfpF,2YwKxe
2720,127.0,1256.0,12.0
2721,130.0,1334.0,15.0
2722,130.0,1332.0,15.0
2723,128.0,1371.0,15.0
2724,127.0,1370.0,15.0
2725,128.0,1390.0,16.0
2726,129.0,1423.0,16.0
2727,129.0,1430.0,16.0
2728,131.0,1470.0,17.0
2729,129.0,1445.0,17.0
2730,127.0,1439.0,17.0
2731,128.0,1474.0,17.0
2732,127.0,1460.0,15.0
2733,129.0,1468.0,15.0
2734,127.0,1460.0,15.0
2735,123.0,1478.0,15.0
2736,123.0,1476.0,15.0
2737,123.0,1511.0,17.0
2738,123.0,1513.0,17.0
2739,119.0,1458.0,17.0
2740,124.0,1483.0,17.0
2741,124.0,1494.0,17.0
2742,124.0,1509.0,17.0
2743,124.0,1527.0,17.0
2744,115.0,1487.0,16.0
2745,114.0,1489.0,16.0
2746,114.0,1480.0,16.0
2747,113.0,1484.0,16.0
2748,112.0,1498.0,16.0
2749,104.0,1475.0,15.0
2750,103.0,1455.0,15.0
2751,91.0,1438.0,15.0
2752,90.0,1425.0,15.0
2753,89.0,1426.0,15.0
2754,89.0,1422.0,15.0
2755,89.0,1414.0,15.0
2756,89.0,1406.0,15.0
2757,89.0,1388.0,15.0
2758,89.0,1372.0,15.0
2759,87.0,1369.0,15.0
2760,83.0,1343.0,15.0
2761,82.0,1312.0,15.0
2762,88.0,1349.0,15.0
2763,88.0,1348.0,15.0
2764,88.0,1352.0,15.0
2765,89.0,1342.0,15.0
2766,88.0,1340.0,15.0
2767,90.0,1336.0,15.0
2768,88.0,1330.0,15.0
2769,87.0,1290.0,13.0
2770,85.0,1283.0,13.0
2771,79.0,1231.0,13.0
2772,77.0,1234.0,13.0
2773,77.0,1238.0,13.0
2774,77.0,1241.0,13.0
2775,77.0,1246.0,13.0
2776,72.0,1206.0,13.0
2777,85.0,1261.0,15.0
2778,85.0,1268.0,15.0
2779,83.0,1254.0,15.0
2780,84.0,1245.0,15.0
2781,79.0,1165.0,14.0
2782,78.0,1170.0,14.0
2783,81.0,1201.0,14.0
2784,81.0,1200.0,14.0
2785,81.0,1197.0,15.0
2786,79.0,1175.0,16.0
2787,80.0,1156.0,15.0
2788,80.0,1151.0,15.0
2789,80.0,1148.0,15.0
2790,84.0,1170.0,15.0
2791,84.0,1182.0,15.0
2792,83.0,1186.0,15.0
2793,83.0,1208.0,16.0
2794,77.0,1161.0,15.0
2795,73.0,1120.0,15.0
2796,74.0,1118.0,16.0
2797,75.0,1110.0,15.0
2798,77.0,1129.0,16.0
2799,76.0,1112.0,15.0
2800,76.0,1100.0,15.0
2801,77.0,1110.0,15.0
2802,75.0,1092.0,15.0
2803,75.0,1094.0,15.0
2804,76.0,1089.0,15.0
2805,75.0,1085.0,15.0
2806,75.0,1103.0,15.0
2807,73.0,1085.0,15.0
2808,73.0,1089.0,15.0
2809,73.0,1074.0,15.0
2810,73.0,1073.0,15.0
2811,73.0,1063.0,15.0
2812,73.0,1060.0,15.0
2813,73.0,1068.0,14.0
2814,67.0,1019.0,14.0
2815,66.0,966.0,14.0
2816,68.0,1015.0,14.0
2817,68.0,993.0,14.0
2818,68.0,993.0,14.0
2819,69.0,992.0,14.0
2820,71.0,990.0,14.0
2821,71.0,992.0,14.0
2822,73.0,1115.0,15.0
2823,73.0,1119.0,15.0
2824,73.0,1094.0,15.0
2825,72.0,1080.0,15.0
2826,72.0,1077.0,15.0
2827,73.0,1087.0,15.0
2828,72.0,1052.0,15.0
2829,75.0,1066.0,15.0
2830,76.0,1068.0,15.0
2831,75.0,1072.0,15.0
2832,76.0,1088.0,15.0
2833,77.0,1111.0,15.0
2834,77.0,1098.0,14.0
2835,78.0,1116.0,14.0
2836,72.0,1087.0,14.0
2837,74.0,1104.0,15.0
2838,73.0,1096.0,15.0
2839,72.0,1094.0,15.0
2840,73.0,1096.0,15.0
2841,71.0,1090.0,13.0
2842,81.0,1173.0,15.0
2843,82.0,1175.0,15.0
2844,82.0,1172.0,15.0
2845,82.0,1172.0,15.0
2846,79.0,1134.0,15.0
2847,79.0,1167.0,15.0
2848,81.0,1199.0,15.0
2849,81.0,1233.0,15.0
2850,81.0,1252.0,15.0
2851,62.0,1154.0,12.0
2852,62.0,1150.0,12.0
2853,62.0,1158.0,12.0
2854,61.0,1151.0,13.0
2855,64.0,1185.0,13.0
2856,61.0,1136.0,12.0
2857,58.0,1082.0,11.0
2858,59.0,1104.0,10.0
2859,56.0,1055.0,9.0
2860,56.0,1054.0,8.0
2861,55.0,1045.0,8.0
2862,55.0,1049.0,8.0
2863,55.0,1067.0,8.0
2864,51.0,1029.0,7.0
2865,52.0,1001.0,7.0
2866,52.0,978.0,6.0
2867,52.0,947.0,6.0
2868,53.0,964.0,6.0
2869,53.0,963.0,5.0
2870,52.0,977.0,5.0
2871,53.0,972.0,5.0
2872,52.0,996.0,4.0
2873,52.0,997.0,4.0
2874,52.0,1014.0,4.0
2875,55.0,1041.0,4.0
2876,55.0,1041.0,6.0
2877,55.0,1057.0,6.0
2878,55.0,1051.0,6.0
2879,55.0,1068.0,6.0
2880,55.0,1096.0,6.0
2881,55.0,1077.0,6.0
2882,55.0,1081.0,6.0
2883,54.0,1047.0,6.0
2884,52.0,1030.0,7.0
2885,54.0,1026.0,7.0
2886,54.0,1039.0,7.0
2887,57.0,1081.0,7.0
2888,58.0,1087.0,7.0
2889,56.0,1051.0,7.0
2890,58.0,1068.0,7.0
2891,58.0,1072.0,7.0
2892,66.0,1138.0,7.0
2893,66.0,1182.0,8.0
2894,63.0,1183.0,8.0
2895,65.0,1199.0,8.0
2896,65.0,1211.0,8.0
2897,65.0,1216.0,8.0
2898,66.0,1262.0,8.0
2899,65.0,1235.0,8.0
2900,67.0,1243.0,8.0
2901,72.0,1264.0,9.0
2902,72.0,1259.0,9.0
2903,71.0,1263.0,9.0
2904,70.0,1260.0,9.0
2905,70.0,1273.0,9.0
2906,70.0,1283.0,9.0
2907,72.0,1267.0,9.0
2908,72.0,1267.0,8.0
2909,70.0,1252.0,8.0
2910,70.0,1251.0,8.0
2911,69.0,1272.0,8.0
2912,70.0,1278.0,9.0
2913,70.0,1286.0,9.0
2914,69.0,1295.0,7.0
2915,66.0,1270.0,7.0
2916,56.0,1219.0,7.0
2917,55.0,1217.0,7.0
2918,55.0,1227.0,7.0
2919,55.0,1245.0,7.0
2920,52.0,1217.0,7.0
2921,51.0,1197.0,7.0
2922,51.0,1185.0,7.0
2923,51.0,1163.0,7.0
2924,51.0,1146.0,7.0
2925,51.0,1150.0,7.0
2926,52.0,1154.0,7.0
2927,52.0,1147.0,6.0
2928,52.0,1151.0,6.0
2929,48.0,1121.0,6.0
2930,50.0,1159.0,8.0
2931,50.0,1123.0,8.0
2932,49.0,1119.0,8.0
2933,49.0,1115.0,8.0
2934,50.0,1126.0,8.0
2935,51.0,1121.0,8.0
2936,52.0,1105.0,8.0
2937,52.0,1098.0,8.0
2938,52.0,1097.0,8.0
2939,51.0,1095.0,8.0
2940,51.0,1113.0,8.0
2941,51.0,1114.0,9.0
2942,52.0,1130.0,9.0
2943,52.0,1127.0,9.0
2944,58.0,1140.0,9.0
2945,57.0,1141.0,9.0
2946,57.0,1125.0,9.0
2947,58.0,1136.0,9.0
2948,58.0,1127.0,9.0
2949,54.0,1097.0,8.0
2950,55.0,1102.0,7.0
2951,55.0,1087.0,7.0
2952,61.0,1114.0,7.0
2953,61.0,1092.0,7.0
2954,61.0,1095.0,7.0
2955,61.0,1099.0,8.0
2956,63.0,1098.0,8.0
2957,67.0,1153.0,10.0
2958,67.0,1161.0,9.0
2959,68.0,1155.0,9.0
2960,71.0,1183.0,9.0
2961,67.0,1137.0,9.0
2962,70.0,1144.0,9.0
2963,70.0,1144.0,9.0
2964,70.0,1150.0,9.0
2965,72.0,1185.0,9.0
2966,64.0,1091.0,9.0
2967,64.0,1063.0,9.0
2968,64.0,1057.0,9.0
2969,62.0,1026.0,9.0
2970,62.0,1027.0,9.0
2971,62.0,996.0,9.0
2972,61.0,1008.0,9.0
2973,60.0,982.0,9.0
2974,58.0,965.0,9.0
2975,53.0,921.0,8.0
2976,54.0,929.0,8.0
2977,55.0,931.0,8.0
2978,56.0,943.0,8.0
2979,56.0,934.0,8.0
2980,55.0,923.0,9.0
2981,51.0,893.0,9.0
2982,51.0,892.0,9.0
2983,51.0,893.0,9.0
2984,52.0,899.0,10.0
2985,52.0,845.0,8.0
2986,51.0,833.0,7.0
2987,51.0,820.0,7.0
2988,51.0,809.0,7.0
2989,52.0,817.0,7.0
2990,52.0,803.0,7.0
2991,52.0,802.0,7.0
2992,52.0,790.0,7.0
2993,53.0,792.0,7.0
2994,55.0,775.0,7.0
2995,62.0,805.0,8.0
2996,62.0,809.0,8.0
2997,63.0,815.0,8.0
2998,64.0,806.0,8.0
2999,66.0,826.0,9.0
3000,68.0,844.0,11.0
3001,68.0,842.0,11.0
3002,69.0,853.0,11.0
3003,69.0,844.0,10.0
3004,67.0,790.0,10.0
3005,68.0,799.0,10.0
3006,69.0,791.0,10.0
3007,70.0,806.0,10.0
3008,69.0,785.0,10.0
3009,70.0,785.0,10.0
3010,70.0,793.0,10.0
3011,70.0,796.0,11.0
3012,76.0,826.0,12.0
3013,79.0,874.0,12.0
3014,79.0,867.0,11.0
3015,79.0,865.0,11.0
3016,77.0,841.0,11.0
3017,79.0,848.0,11.0
3018,73.0,820.0,11.0
3019,75.0,816.0,11.0
3020,76.0,844.0,11.0
3021,75.0,852.0,11.0
3022,75.0,856.0,11.0
3023,77.0,857.0,11.0
3024,76.0,849.0,11.0
3025,77.0,857.0,12.0
3026,72.0,835.0,12.0
3027,72.0,837.0,12.0
3028,73.0,849.0,11.0
3029,73.0,845.0,9.0
3030,72.0,820.0,9.0
3031,68.0,780.0,9.0
3032,68.0,762.0,9.0
3033,67.0,772.0,9.0
3034,66.0,763.0,9.0
3035,66.0,776.0,9.0
3036,62.0,764.0,9.0
3037,61.0,753.0,9.0
3038,62.0,766.0,9.0
3039,63.0,756.0,9.0
3040,62.0,755.0,9.0
3041,61.0,755.0,9.0
3042,61.0,750.0,9.0
3043,62.0,766.0,9.0
3044,64.0,776.0,9.0
3045,66.0,808.0,9.0
3046,67.0,817.0,10.0
3047,65.0,793.0,10.0
3048,65.0,794.0,10.0
3049,66.0,799.0,10.0
3050,65.0,790.0,10.0
3051,64.0,804.0,10.0
3052,63.0,798.0,10.0
3053,65.0,826.0,10.0
3054,68.0,835.0,9.0
3055,68.0,816.0,9.0
3056,67.0,826.0,9.0
3057,67.0,818.0,9.0
3058,67.0,805.0,8.0
3059,68.0,807.0,8.0
3060,70.0,879.0,11.0
3061,70.0,887.0,11.0
3062,70.0,883.0,11.0
3063,70.0,882.0,11.0
3064,72.0,898.0,11.0
3065,72.0,913.0,11.0
3066,75.0,949.0,11.0
3067,74.0,954.0,11.0
3068,72.0,952.0,11.0
3069,69.0,930.0,10.0
3070,69.0,930.0,9.0
3071,71.0,944.0,9.0
3072,76.0,956.0,9.0
3073,74.0,939.0,8.0
3074,72.0,935.0,7.0
3075,72.0,950.0,7.0
3076,71.0,944.0,7.0
3077,81.0,1051.0,7.0
3078,88.0,1180.0,10.0
3079,89.0,1197.0,10.0
3080,88.0,1196.0,10.0
3081,87.0,1186.0,10.0
3082,88.0,1208.0,10.0
3083,87.0,1207.0,10.0
3084,91.0,1250.0,10.0
3085,92.0,1273.0,9.0
3086,86.0,1238.0,8.0
3087,83.0,1199.0,8.0
3088,83.0,1200.0,8.0
3089,85.0,1208.0,8.0
3090,87.0,1236.0,9.0
3091,85.0,1227.0,9.0
3092,85.0,1229.0,9.0
3093,84.0,1234.0,9.0
3094,83.0,1200.0,9.0
3095,84.0,1201.0,9.0
3096,84.0,1208.0,9.0
3097,82.0,1204.0,9.0
3098,82.0,1204.0,9.0
3099,81.0,1214.0,7.0
3100,81.0,1224.0,7.0
3101,81.0,1243.0,7.0
3102,82.0,1237.0,7.0
3103,85.0,1257.0,7.0
3104,86.0,1297.0,8.0
3105,84.0,1271.0,8.0
3106,84.0,1290.0,8.0
3107,84.0,1283.0,8.0
3108,83.0,1258.0,8.0
3109,84.0,1271.0,9.0
3110,84.0,1276.0,9.0
3111,84.0,1279.0,9.0
3112,82.0,1265.0,9.0
3113,78.0,1210.0,9.0
3114,79.0,1210.0,9.0
3115,80.0,1217.0,9.0
3116,80.0,1225.0,9.0
3117,79.0,1220.0,10.0
3118,75.0,1200.0,9.0
3119,75.0,1201.0,9.0
3120,84.0,1239.0,11.0
3121,84.0,1241.0,11.0
3122,84.0,1242.0,11.0
3123,82.0,1232.0,11.0
3124,82.0,1233.0,11.0
3125,85.0,1244.0,11.0
3126,88.0,1245.0,11.0
3127,86.0,1238.0,10.0
3128,82.0,1197.0,10.0
3129,82.0,1215.0,9.0
3130,82.0,1208.0,9.0
3131,83.0,1243.0,9.0
3132,83.0,1254.0,9.0
3133,83.0,1271.0,11.0
3134,82.0,1266.0,11.0
3135,87.0,1272.0,11.0
3136,88.0,1279.0,11.0
3137,90.0,1314.0,11.0
3138,86.0,1284.0,11.0
3139,86.0,1283.0,11.0
3140,78.0,1210.0,10.0
3141,79.0,1220.0,10.0
3142,79.0,1216.0,10.0
3143,76.0,1147.0,10.0
3144,77.0,1177.0,10.0
3145,76.0,1169.0,10.0
3146,71.0,1133.0,10.0
3147,71.0,1142.0,10.0
3148,70.0,1131.0,10.0
3149,70.0,1134.0,10.0
3150,70.0,1114.0,10.0
3151,63.0,1043.0,10.0
3152,64.0,1040.0,10.0
3153,63.0,995.0,10.0
3154,63.0,1002.0,12.0
3155,63.0,1007.0,12.0
3156,62.0,990.0,12.0
3157,62.0,991.0,12.0
3158,58.0,950.0,12.0
3159,59.0,954.0,12.0
3160,59.0,955.0,12.0
3161,59.0,955.0,12.0
3162,59.0,953.0,12.0
3163,58.0,966.0,12.0
3164,58.0,951.0,11.0
3165,58.0,956.0,11.0
3166,58.0,955.0,11.0
3167,57.0,948.0,11.0
3168,62.0,983.0,11.0
3169,62.0,979.0,12.0
3170,62.0,975.0,12.0
3171,62.0,990.0,12.0
3172,62.0,979.0,12.0
3173,63.0,969.0,12.0
3174,63.0,966.0,12.0
3175,62.0,955.0,12.0
3176,62.0,956.0,12.0
3177,59.0,917.0,11.0
3178,57.0,888.0,11.0
3179,57.0,889.0,11.0
3180,56.0,884.0,11.0
3181,56.0,896.0,11.0
3182,58.0,896.0,11.0
3183,58.0,884.0,11.0
3184,58.0,875.0,11.0
3185,64.0,933.0,11.0
3186,64.0,937.0,11.0
3187,64.0,933.0,11.0
3188,64.0,931.0,11.0
3189,63.0,891.0,11.0
3190,62.0,914.0,10.0
3191,63.0,920.0,10.0
3192,63.0,907.0,10.0
3193,62.0,894.0,10.0
3194,51.0,801.0,7.0
3195,52.0,803.0,7.0
3196,52.0,805.0,7.0
3197,53.0,818.0,7.0
3198,55.0,859.0,7.0
3199,51.0,839.0,8.0
3200,54.0,880.0,8.0
3201,54.0,876.0,8.0
3202,55.0,879.0,8.0
3203,56.0,865.0,8.0
3204,56.0,852.0,8.0
3205,56.0,840.0,8.0
3206,57.0,860.0,8.0
3207,52.0,824.0,6.0
3208,53.0,836.0,6.0
3209,49.0,808.0,7.0
3210,49.0,829.0,7.0
3211,48.0,831.0,7.0
3212,48.0,840.0,7.0
3213,48.0,850.0,7.0
3214,48.0,849.0,7.0
3215,47.0,842.0,7.0
3216,47.0,853.0,7.0
3217,48.0,906.0,10.0
3218,47.0,891.0,10.0
3219,47.0,893.0,10.0
3220,45.0,886.0,10.0
3221,45.0,879.0,10.0
3222,46.0,890.0,10.0
3223,45.0,870.0,10.0
3224,47.0,936.0,10.0
3225,47.0,946.0,9.0
3226,43.0,915.0,9.0
3227,44.0,945.0,9.0
3228,45.0,949.0,8.0
3229,47.0,964.0,8.0
3230,47.0,973.0,8.0
3231,47.0,966.0,8.0
3232,47.0,970.0,8.0
3233,53.0,948.0,8.0
3234,54.0,943.0,8.0
3235,54.0,946.0,8.0
3236,54.0,921.0,8.0
3237,53.0,911.0,8.0
3238,53.0,915.0,8.0
3239,53.0,917.0,8.0
3240,54.0,919.0,8.0
3241,54.0,920.0,8.0
3242,49.0,882.0,7.0
3243,51.0,896.0,7.0
3244,51.0,900.0,7.0
3245,51.0,886.0,7.0
3246,51.0,893.0,7.0
3247,50.0,887.0,7.0
3248,51.0,891.0,7.0
3249,51.0,896.0,7.0
3250,51.0,895.0,7.0
3251,50.0,909.0,7.0
3252,50.0,907.0,7.0
3253,49.0,911.0,6.0
3254,49.0,898.0,6.0
3255,49.0,895.0,7.0
3256,49.0,914.0,7.0
3257,49.0,910.0,6.0
3258,51.0,917.0,6.0
3259,47.0,878.0,6.0
3260,49.0,887.0,6.0
3261,50.0,900.0,6.0
3262,50.0,937.0,6.0
3263,51.0,960.0,6.0
3264,53.0,972.0,6.0
3265,53.0,967.0,6.0
3266,55.0,1013.0,8.0
3267,55.0,1030.0,8.0
3268,55.0,1030.0,8.0
3269,54.0,1021.0,8.0
3270,54.0,1026.0,8.0
3271,55.0,1026.0,8.0
3272,53.0,1013.0,8.0
3273,53.0,1001.0,8.0
3274,48.0,965.0,8.0
3275,48.0,965.0,8.0
3276,47.0,970.0,8.0
3277,47.0,991.0,8.0
3278,51.0,1014.0,8.0
3279,51.0,1010.0,8.0
3280,52.0,1018.0,8.0
3281,51.0,999.0,8.0
3282,52.0,1030.0,8.0
3283,51.0,1033.0,8.0
3284,54.0,1024.0,8.0
3285,54.0,1030.0,8.0
3286,54.0,1024.0,8.0
3287,54.0,1003.0,8.0
3288,55.0,1008.0,8.0
3289,56.0,1043.0,8.0
3290,56.0,1037.0,8.0
3291,55.0,1010.0,5.0
3292,56.0,1020.0,5.0
3293,56.0,1020.0,5.0
3294,56.0,1026.0,5.0
3295,55.0,1024.0,5.0
3296,55.0,1015.0,5.0
3297,55.0,1015.0,5.0
3298,52.0,950.0,4.0
3299,52.0,946.0,4.0
3300,52.0,939.0,4.0
3301,51.0,921.0,4.0
3302,51.0,921.0,4.0
3303,51.0,916.0,4.0
3304,55.0,923.0,4.0
3305,55.0,939.0,5.0
3306,57.0,981.0,6.0
3307,49.0,953.0,6.0
3308,48.0,953.0,6.0
3309,48.0,949.0,6.0
3310,48.0,949.0,6.0
3311,48.0,943.0,6.0
3312,48.0,945.0,6.0
3313,50.0,983.0,7.0
3314,51.0,1015.0,7.0
3315,52.0,1032.0,7.0
3316,53.0,1041.0,7.0
3317,51.0,1038.0,7.0
3318,53.0,1029.0,7.0
3319,53.0,1035.0,7.0
3320,54.0,1048.0,8.0
3321,55.0,1058.0,8.0
3322,55.0,1065.0,8.0
3323,55.0,1076.0,8.0
3324,55.0,1090.0,8.0
3325,59.0,1110.0,8.0
3326,58.0,1109.0,8.0
3327,58.0,1108.0,8.0
3328,58.0,1106.0,8.0
3329,62.0,1121.0,9.0
3330,62.0,1137.0,9.0
3331,65.0,1179.0,9.0
3332,60.0,1170.0,9.0
3333,60.0,1148.0,9.0
3334,57.0,1102.0,9.0
3335,57.0,1092.0,9.0
3336,57.0,1113.0,9.0
3337,57.0,1098.0,9.0
3338,54.0,1053.0,9.0
3339,54.0,1050.0,9.0
3340,50.0,958.0,7.0
3341,52.0,978.0,7.0
3342,52.0,977.0,7.0
3343,53.0,1003.0,7.0
3344,53.0,1004.0,7.0
3345,48.0,1000.0,7.0
3346,49.0,1005.0,7.0
3347,51.0,1038.0,7.0
3348,50.0,1038.0,7.0
3349,50.0,1039.0,7.0
3350,47.0,1021.0,7.0
3351,47.0,1019.0,6.0
3352,43.0,994.0,5.0
3353,43.0,994.0,5.0
3354,41.0,965.0,5.0
3355,41.0,969.0,5.0
3356,38.0,945.0,5.0
3357,39.0,1001.0,6.0
3358,39.0,1004.0,6.0
3359,39.0,1004.0,6.0
3360,39.0,1007.0,6.0
3361,40.0,1007.0,6.0
3362,40.0,1014.0,6.0
3363,41.0,1011.0,7.0
3364,41.0,1015.0,7.0
3365,41.0,1009.0,7.0
3366,39.0,979.0,7.0
3367,40.0,992.0,8.0
3368,39.0,972.0,8.0
3369,38.0,978.0,7.0
3370,37.0,972.0,7.0
3371,39.0,1023.0,7.0
3372,39.0,929.0,7.0
3373,39.0,888.0,7.0
3374,39.0,884.0,7.0
3375,39.0,874.0,7.0
3376,40.0,856.0,7.0
3377,40.0,854.0,7.0
3378,37.0,833.0,6.0
3379,37.0,843.0,6.0
3380,34.0,808.0,5.0
3381,38.0,829.0,5.0
3382,38.0,823.0,5.0
3383,38.0,824.0,5.0
3384,38.0,823.0,5.0
3385,39.0,829.0,5.0
3386,39.0,879.0,4.0
3387,38.0,880.0,4.0
3388,38.0,871.0,4.0
3389,44.0,890.0,4.0
3390,46.0,892.0,4.0
3391,46.0,887.0,4.0
3392,44.0,916.0,4.0
3393,44.0,919.0,4.0
3394,45.0,923.0,4.0
3395,44.0,899.0,4.0
3396,48.0,907.0,4.0
3397,48.0,924.0,4.0
3398,48.0,892.0,4.0
3399,45.0,876.0,4.0
3400,45.0,878.0,4.0
3401,45.0,897.0,4.0
3402,45.0,918.0,4.0
3403,43.0,917.0,4.0
3404,43.0,912.0,4.0
3405,41.0,883.0,4.0
3406,41.0,895.0,5.0
3407,42.0,906.0,5.0
3408,52.0,977.0,5.0
3409,55.0,1024.0,5.0
3410,55.0,1005.0,5.0
3411,55.0,1007.0,5.0
3412,56.0,1014.0,5.0
3413,56.0,1018.0,5.0
3414,58.0,1031.0,5.0
3415,58.0,1028.0,5.0
3416,59.0,1034.0,5.0
3417,59.0,1034.0,5.0
3418,60.0,1049.0,5.0
3419,60.0,1029.0,5.0
3420,58.0,1016.0,5.0
3421,55.0,1005.0,5.0
3422,59.0,1068.0,5.0
3423,60.0,1076.0,5.0
3424,60.0,1072.0,5.0
3425,60.0,1069.0,7.0
3426,61.0,1085.0,7.0
3427,63.0,1109.0,7.0
3428,65.0,1138.0,7.0
3429,65.0,1154.0,8.0
3430,65.0,1152.0,8.0
3431,64.0,1092.0,8.0
3432,64.0,1093.0,8.0
3433,63.0,1092.0,8.0
3434,61.0,1088.0,8.0
3435,58.0,1070.0,7.0
3436,60.0,1093.0,8.0
3437,58.0,1065.0,8.0
3438,58.0,1053.0,8.0
3439,59.0,1043.0,8.0
3440,59.0,1031.0,8.0
3441,59.0,1033.0,8.0
3442,59.0,1034.0,8.0
3443,58.0,1021.0,8.0
3444,59.0,1026.0,8.0
3445,56.0,975.0,8.0
3446,59.0,1000.0,8.0
3447,59.0,996.0,8.0
3448,60.0,998.0,8.0
3449,61.0,993.0,8.0
3450,63.0,1000.0,8.0
3451,65.0,1005.0,8.0
3452,65.0,1012.0,8.0
3453,65.0,1004.0,8.0
3454,65.0,1005.0,8.0
3455,61.0,964.0,8.0
3456,61.0,977.0,8.0
3457,61.0,985.0,8.0
3458,66.0,1026.0,8.0
3459,67.0,1039.0,8.0
3460,67.0,1021.0,8.0
3461,67.0,1016.0,8.0
3462,65.0,1013.0,8.0
3463,62.0,986.0,8.0
3464,60.0,983.0,8.0
3465,62.0,981.0,8.0
3466,62.0,979.0,8.0
3467,64.0,994.0,8.0
3468,62.0,978.0,8.0
3469,64.0,961.0,8.0
3470,61.0,952.0,8.0
3471,65.0,957.0,8.0
3472,65.0,956.0,8.0
3473,77.0,1043.0,8.0
3474,78.0,1055.0,8.0
3475,78.0,1062.0,8.0
3476,80.0,1021.0,8.0
3477,81.0,1020.0,8.0
3478,81.0,1017.0,8.0
3479,81.0,995.0,9.0
3480,85.0,988.0,8.0
3481,89.0,1024.0,8.0
3482,77.0,925.0,6.0
3483,77.0,928.0,6.0
3484,76.0,907.0,6.0
3485,76.0,906.0,6.0
3486,76.0,906.0,5.0
3487,77.0,912.0,5.0
3488,77.0,910.0,5.0
3489,75.0,895.0,5.0
3490,76.0,904.0,5.0
3491,76.0,894.0,5.0
3492,89.0,967.0,5.0
3493,90.0,963.0,5.0
3494,91.0,1001.0,5.0
3495,92.0,1004.0,5.0
3496,91.0,975.0,5.0
3497,93.0,1006.0,3.0
3498,93.0,1008.0,3.0
3499,93.0,1008.0,4.0
3500,93.0,1004.0,4.0
3501,93.0,974.0,4.0
3502,94.0,998.0,5.0
3503,91.0,981.0,5.0
3504,92.0,987.0,6.0
3505,92.0,993.0,6.0
3506,92.0,982.0,6.0
3507,97.0,1026.0,6.0
3508,98.0,1033.0,6.0
3509,98.0,1031.0,7.0
3510,97.0,1021.0,6.0
3511,96.0,1001.0,5.0
3512,95.0,994.0,5.0
3513,93.0,1006.0,5.0
3514,99.0,1058.0,6.0
3515,99.0,1067.0,6.0
3516,99.0,1070.0,6.0
3517,100.0,1081.0,7.0
3518,98.0,1069.0,7.0
3519,98.0,1080.0,7.0
3520,98.0,1074.0,7.0
3521,98.0,1088.0,7.0
3522,97.0,1081.0,7.0
3523,98.0,1124.0,7.0
3524,94.0,1122.0,7.0
3525,92.0,1117.0,7.0
3526,92.0,1127.0,7.0
3527,92.0,1126.0,7.0
3528,92.0,1129.0,7.0
3529,93.0,1139.0,9.0
3530,94.0,1140.0,9.0
3531,98.0,1146.0,9.0
3532,97.0,1110.0,9.0
3533,94.0,1132.0,9.0
3534,99.0,1169.0,9.0
3535,100.0,1187.0,9.0
3536,101.0,1190.0,9.0
3537,100.0,1189.0,9.0
3538,100.0,1186.0,9.0
3539,101.0,1199.0,9.0
3540,102.0,1217.0,9.0
3541,100.0,1229.0,9.0
3542,101.0,1240.0,9.0
3543,98.0,1224.0,9.0
3544,98.0,1230.0,9.0
3545,95.0,1218.0,9.0
3546,100.0,1284.0,9.0
3547,93.0,1248.0,10.0
3548,92.0,1238.0,10.0
3549,92.0,1232.0,10.0
3550,89.0,1208.0,10.0
3551,90.0,1212.0,11.0
3552,90.0,1217.0,11.0
3553,90.0,1216.0,10.0
3554,88.0,1221.0,10.0
3555,84.0,1175.0,10.0
3556,83.0,1149.0,10.0
3557,86.0,1171.0,11.0
3558,87.0,1164.0,11.0
3559,92.0,1214.0,12.0
3560,92.0,1211.0,12.0
3561,94.0,1227.0,12.0
3562,94.0,1267.0,12.0
3563,92.0,1245.0,12.0
3564,91.0,1242.0,12.0
3565,90.0,1242.0,12.0
3566,77.0,1190.0,12.0
3567,77.0,1203.0,12.0
3568,76.0,1154.0,12.0
3569,76.0,1164.0,12.0
3570,75.0,1154.0,12.0
3571,73.0,1123.0,12.0
3572,79.0,1158.0,12.0
3573,76.0,1148.0,11.0
3574,77.0,1155.0,11.0
3575,74.0,1143.0,9.0
3576,72.0,1113.0,8.0
3577,72.0,1114.0,8.0
3578,72.0,1110.0,8.0
3579,72.0,1119.0,8.0
3580,73.0,1118.0,8.0
3581,68.0,1067.0,8.0
3582,67.0,1057.0,8.0
3583,69.0,1057.0,7.0
3584,68.0,1053.0,7.0
3585,68.0,1046.0,7.0
3586,68.0,1045.0,7.0
3587,68.0,1043.0,7.0
3588,67.0,1014.0,7.0
3589,67.0,988.0,7.0
3590,67.0,985.0,7.0
3591,70.0,1003.0,7.0
3592,70.0,999.0,7.0
3593,73.0,1004.0,7.0
3594,76.0,1007.0,7.0
3595,75.0,998.0,7.0
3596,80.0,1017.0,7.0
3597,78.0,983.0,7.0
3598,82.0,1016.0,6.0
3599,82.0,1019.0,6.0
3600,82.0,1018.0,6.0
3601,82.0,1019.0,6.0
3602,82.0,1016.0,6.0
3603,80.0,1005.0,6.0
3604,78.0,978.0,6.0
3605,74.0,957.0,6.0
3606,72.0,952.0,6.0
3607,69.0,864.0,5.0
3608,66.0,842.0,5.0
3609,66.0,842.0,5.0
3610,67.0,815.0,5.0
3611,67.0,809.0,5.0
3612,67.0,809.0,5.0
3613,68.0,800.0,5.0
3614,69.0,806.0,5.0
3615,69.0,788.0,5.0
